Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer,,,,,,,,
산업위생관리기사,2006,3,산업위생학개론,17,산업재해지표 사용시 주의점과 가장 거리가 먼 것은?,,연 근로시간수는 실적에 따라 산출한다.,재해자수는 재해에 대한 원인분석에 대치될 수 있다.,집계된 재해의 범주를 명시해야 한다.,재해지수는 연간 또는 월간으로 산출할 수 있으나 사업장 규모가 작고 재해 발생수가 적을 때는 의미가 거의 없다.,2,,,,,,,,
산업위생관리기사,2006,3,산업위생학개론,18,전신피로를 유발하는 생리학적 원인으로 가장 적절한 것은?,,산소공급,혈중 포도당 농도 증가,근육 내 글리코겐량의 감소,호흡량 증가,3,,,,,,,,
산업위생관리기사,2006,3,산업위생학개론,19,작업대사율(RMR) 계산시 직접적으로 필요한 항목과 가장 거리가 먼 것은?,,작업시간,기초 대사량,작업에 소요된 열량,안정시 열량,1,,,,,,,,
산업위생관리기사,2006,3,산업위생학개론,20,피로의 증상이라고 볼 수 없는 것은?,,"맛, 냄새, 시각, 촉각 등 지각기능이 둔해진다.",소변의 양이 줄고 단백질 또는 교질물질의 배설량이 감소한다.,혈액중의 이산화탄소량의 증가로 호흡이 얕고 빠르며 심할 때는 호흡곤란을 일으킨다.,혈액중의 혈당치가 낮아지고 젖산과 탄산량이 증가하여 산혈증으로 된다.,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,21,가스상 물질의 연속시료 채취방법 중 흡수액을 사용한 능동식 시료채취방법(시료채취 펌프를 이용하여 강제적으로 공기를 매체에 통과시키는 방법)의 시료채취유량 기준으로 가장 적절한 것은?,,1.0L/분 이하,3.0L/분 이하,5.0L/분 이하,10.0L/분 이하,1,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,22,"어느 실험실의 크기가 15m×10m×3m이며 실험중 1kg의 염소 (Cl$_2$, 분자량=70.9)fmf 부주의로 떨어뜨렸다. 이때의 실험실의 이론적 염소농도(ppm)는? (단, 기압은 760mmHg, 온도 0℃ 기준, 염소는 모두 기화되고 실험실에는 환기장치가 없다.)",,695ppm,702ppm,795ppm,783ppm,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,23,흡광광도계(Spectrophotometer)로 측정시 최초광의 80%가 흡수되었을 때 흡광도는?,,0.2,0.3,0.7,0.8,3,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,24,실리카겔이 활성탄에 비해 갖는 특징으로 틀린 것은?,,활성탄에 비해 수분을 잘 흡수하여 습도에 민감하다.,추출액이 화학분석이나 기기분석에 방해물질로 작용하는 경우가 많다.,매우 유독한 이황화탄소를 탈착용매로 사용하지 않는다.,"극성물질을 채취한 경우 물, 메탄올 등 다양한 용매로 쉽게 탈착된다.",2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,25,"어느 공장에 ethylether 30%(TLV : 1200mg/m$^3$), ethylacetate 20%(TLV: 1400mg/m$^3$) 및 heptane 50%(TLV : 1600mg/m$^3$)의 중량비로 조성된 용제가 증발되어 작업환경을 오염시킬 경우 이 혼합물의 허용농도는? (단, 상가작용 기준)",,약 1420mg/m$^3$,약 1480mg/m$^3$,약 1510 mg/m$^3$,약 1530mg/m$^3$,1,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,26,2차 표준기구(유량측정)와 가장 거리가 먼 것은?,,폐활량계,로타미터,오리피스미터,열선기류계,1,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,27,유기성 또는 무기성 가스나 증기가 포함된 공기 또는 호기를 채취할 때 사용되는 시료채취백에 대한 설명중 틀린 것은?,,시료채취전에 백의 내부를 불활성가스로 몇 번 치환하여 내부 오염물질을 제거한다.,백의 재질이 채취하고자 하는 오염물질에 대한 투과성이 높아야 한다.,백의 재질과 오염물질간에 반응성이 없어야 한다.,분석할 때까지 오염물질이 안정하여야 한다.,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,28,원자흡광분석기의 불꽃에 의한 금속정량의 장단점으로 틀린 것은?,,가격이 흑연로장치나 ICP에 비해 저렴한다.,분석시간이 흑연로장치에 비해 적게 소요된다.,감도는 높으나 특이성이 불량하다.,고체시료의 경우 전처리에 의해 기질을 제거해야 한다.,3,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,29,"직경분립충돌기(Cascade impactor, 일명 Anderson impactor라고도 함)의 특성을 설명한 것으로 틀린 것은?",,입장의 질량크기 분포를 얻을 수 있다.,유량을 2L/분 이상으로 채취하면 입자가 여과지에 흡착되어 과도하게 분석된다.,경험이 있는 전문가가 철저한 준비를 통해 이용해야 정확한 측정이 가능하다.,"흡입성(inspirable), 흉곽성(thoracic), 호흡성(respirable) 입자의 크기별 분포를 얻을 수 있다.",2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,30,섬유상 여과지에 관한 설명과 가장 거리가 먼 것은?,,막여과지에 비하여 비싸다.,막여과지에 비하여 물리적 강도가 약하다.,막여과지에 비하여 흡습성이 적다.,막여과지에 비하여 과부하시 채취효율이 낮다.,4,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,31,"어느 작업장에서 Toluene의 농도를 측정한 결과 23.2ppm, 21.6ppm, 22.4ppm, 24.1ppm, 22.7ppm을 각각 얻었다. 기하평균 농도(ppm)는?",,22.1,22.8,23.5,23.9,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,32,흡착관을 이용하여 시료를 포집할 때 고려해야 할 사항으로 거리가 먼 것은?,,파과현상이 발생할 경우 오염물질의 농도를 과대평가 할 수 있으므로 주의해야 한다.,포집시료의 보관 및 저장시 흡착물질의 이동현상(migration)이 일어날 수 있으며 파과현상과 구별하기 힘들다.,"작업환경측정시 많이 사용하는 흡착관은 앞층이 100mg, 뒷층이 50mg으로 되어 있는데 오염물질에 따라 다른 크기의 흡착제를 사용하기도 한다.",실리카 및 알루미나계 흡착제는 탄소의 불포화결합을 가진 분자를 선택적으로 흡착한다.,1,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,33,단위작업장소에서 검지관 방식으로 가스상 물질을 측정할 수 있는 경우와 가장 거리가 먼 것은?,,예비조사 목적인 경우,검지관 방식 외에 다른 측정방법이 없는 경우,"발생하는 가스상 물질이 단일물질인 경우(다만, 자격자가 측정하는 사업장에 한한다.)","발생하는 가스상물질이 복합물질이나 농도가 낮은 경우(다만, 자격자가 측정하는 사업장에 한한다.)",4,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,34,조선소에서 시료를 채취할 때 흡수효율을 높일 수 있는 방법으로 알맞지 않는 것은?,,가는 구멍이 많은 fritted 버블러를 사용한다.,용액의 온도를 높여 용해도를 낮춘다.,두 개 이상의 버블러를 연속적으로 연결한다.,시료채취유량을 낮춘다.,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,35,"조선소에서 융접흄(분진)을 측정한 결과 여과지의 포집전 무게는(3회평균) 0.03561g이었고, 포집후 무게(3회평균) 0.03901g 이었다. 이 때 융접흄(분진)의 농도는? (단, 포집유량은 분당 1.7L, 380분 포집)",,약 4.2mg/m$^3$,약5.3mg/m$^3$,약6.1mg/m$^3$,약 7.1mg/m$^3$,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,36,"NaOH 4g을 용해시켜 조제한 1000ml의 용액을 0.1N-HCl 용액으로 중화 적정시 소요되는 HCl 용액의 용량은? (단, 나트륨 원자량 : 23)",,1000ml,800ml,600ml,500ml,1,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,37,누적소음노출량(D: %)을 적용하여 시간가중편균소음수준(TWA: db(A))을 산출하는 공식이 올바른 것은?,,TWA = 80 + 16.61 log D/100,TWA = 90 + 16.61 log D/100,TWA = 80 + 18.81 log D/100,TWA = 90 + 18.81 log D/100,2,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,38,"유량, 측정시간, 회수율, 분석 등에 의한 오차가 각각 15%, 3%, 9%, 5%일 때 누적오차는?",,18.40%,22.70%,27.50%,32.60%,1,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,39,"일산화탄소 1m$^3$ 가 10,000m$^3$의 밀폐된 차고에 방출되었다면 이 때 차고내 공기 중 일산화탄소의 농도(ppm)는?",,0.1,1,10,100,4,,,,,,,,
산업위생관리기사,2006,3,작업위생측정 및 평가,40,습구온도 측정을 위해 0.5도 간격의 눈금이 있는 아스만통풍건습계를 사용할 때 측정시간기준은?,,5분 이상,10분 이상,15분 이상,25분 이상,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,41,차광 보호크림의 적용화학물질로 가장 알맞게 짝지어진 것은?,,"그리세린, 산화제이철","벤드나이드, 탄산 마그네슘","밀랍 이산화티탄, 염화비닐수지","탈수라노린, 스테아린산",1,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,42,국소환기시스템의 덕트설계에 있어서 덕트 합류시 균형 유지방법인 '설계에 의한 정압균형 유지법'의 장단점으로 맞지 않는 것은?,,때에 따라 전체 필요한 최소유량보다 더 초과 될 수 있다.,설계가 복잡하여 시간이 걸린다.,최대 저항경로 선정이 잘못되어도 설계시 쉽게 발견 할 수 있다.,임의의 유량을 조절하기가 용이하다.,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,43,방진마스크에 관한 설명으로 틀린 것은?,,일반적으로 활성탄 필터가 많이 사용된다.,"종류에는 격리식, 직결식, 면체여과식이 있다.",흡기저항상승률은 낮은 것이 좋다.,산소농도가 18%이상인 장소에서 사용하여야 한다.,1,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,44,1기압 20℃의 동점성계수가 1.2×10$^{-5}$m$^2$/sec이고 공기유속은 5m/sec이며 원형덕트의 단면적은 0.385m$^2$이라면 Reynold's number는?,,2.92×10$^5$,3.38×10$^5$,5.65×10$^5$,8.71×10$^5$,1,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,45,귀마개의 단점과 가장 거리가 먼 것은?,,제대로 착용하는데 시간이 걸린다.,고온작업장에서 사용이 불편하다.,차음효과가 일반적으로 귀덮개보다 떨어진다.,사람에 따라 차음효과 차이가 크다.,2,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,46,"어떤 원형덕트에 유체가 흐르고 있다. 덕트 직경을 1/2로 하면 직관부분의 압력손실은 몇 배로 되는가? (단, 달시 방정식 적용)",,4배,8배,16배,32배,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,47,세정식제진장치의 사용시 문제점에 대한 설명중 틀린 것은?,,폐수의 처리,공업용수의 과잉사용,한냉기에 의한 동결,배기의 상승 확산력 증가,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,48,"가벼운 건조분진(원면, 곡물분, 고무, 플라스틱 통밥 등의 분진, buff, 연마분진, 경금속분진)을 덕트에서 운반하기 위한 반송속도로 적절한 것은?",,1.5m/sec,2.5m/sec,5m/sec,15m/sec,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,49,전기집진장치의 장점이라 할 수 없는 것은?,,압력손실이 낮아 송풍기의 가동비용이 저렴하다.,고온가스를 처리할 수 있다.,가연성 입자의 처리가 용이하다.,넓은 범위의 입경과 분진농도에 집진효율이 높다.,3,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,50,"어떤 공장에서 이황화탄소(CS$_2$, 허용기준 100ppm)를 시간당 100g 사용하고 있다. 실내의 이황화탄소를 허용 기준 이하로 유지하기 위해 공급해야 할 필요 환기량(m$^3$/min)은? (단, 작업장 조건은 1기압, 21℃, 혼합여유계수 8)",,약 180,약 230,310,420,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,51,작업환경의 관리원칙인 대치 중 물질의 변경에 따른 개선예로 가장 거리가 먼 것은?,,페인트 도장공정 : 압축공기를 이용한 스프레이 도장을 담금도장으로 변경,금속세척작업 : 트리클로롤에틸렌을 대신하여 계면활성제로 변경,세탁시 화재예방 : 석유나프타 대신하여 4클로로에틸렌으로 변경,성냥 제조시 : 황린 대신하여 적린으로 변경,1,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,52,산업위생보호구와 가장 거리가 먼 것은?,,내열방화복,안전모,일반장갑,일반보호면,2,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,53,"우리가 호흡하는 공기 부피는 대체로 질소(N$_2$) : 78%, 산소(O$_2$) : 21%, (1) : 1%, (2) : 0.03%로 되어있다. ( ) 안에 알맞은 것은? (순서대로 (1), (2))",,"이산화탄소, 수소","아르곤, 이산화탄소","이산화탄소, 이산화질소","수소, 오존",2,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,54,"용접시 발생하는 융접흄을 제어하기 위해 발생원 상단에 플랜지가 붙은 외부식 후드를 설치하였다. 후드에서 오염원의 거리가 0.25m, 제어속도는 0.5m/S, 개구면적이 0.5m$^2$일 때 필요송풍량(m$^3$/min)은? (단, 후드는 공간 설치 기준)",,약 20(m$^3$/min),약 25(m$^3$/min),약 30(m$^3$/min),약 35(/min),2,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,55,후드의 정압이 50mmH$_2$O이고 덕트이 속도압이 20mmH$_2$O라면 후드의 유입계수(Ce)는?,,0.33,0.43,0.53,0.63,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,56,원심력 송풍기 중 전향날개형 송풍기에 관한 설명으로 틀린 것은?,,송풍기 깃이 회전방향과 동일한 방향으로 설계되어 분진을 자체정화 할 수 있도록 되어 있다.,다익형 송풍기라 한다.,동일 송풍량을 발생시키기 위한 임펠러 회전속도는 상대적으로 낮아 소음문제가 거의 없다.,이송시켜야 할 공기량은 많으나 압력손실이 작게 걸리는 전체환기나 공기조화용으로 널리 사용된다.,1,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,57,덕트 설치시 고려사항으로 틀린 것은?,,가급적 원형덕트를 사용하여 부득이 사각형 덕트를 사용할 경우는 가능한 한 정방향을 사용한다.,직경이 다른 덕트를 연결할 때는 경사 30° 이내의 테이퍼를 부착한다.,송풍기를 연결할 때에는 최소 덕트 직경의 6배 정도는 직선구간으로 하여야 한다.,곡관의 곡률반경은 최대 덕트 직경의 2.0 이상으로 하며 주로 3.0을 사용한다.,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,58,푸쉬-풀(Push-pull)후드에 관한 설명으로 틀린 것은?,,도금조와 같이 폭이 넓은 경우에 사용하면 포집효율을 증가시키면서 필요유량을 대폭 감소시킬 수 있다.,제어속도는 푸쉬제트기류에 의해 발생한다.,설비 중 노즐의 각도는 제트기류의 방해받지 않도록 상향으로 일정한 각도 이상을 유지하도록 한다.,공정에서 작업물체를 처리조에 넣거나 꺼내는 중에 공기막이 파괴되어 오염물질이 발생한다.,3,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,59,여포제진 장치에서 처리할 배기가스량이 1.5m$^3$/sec이고 여포의 총면적이 6m$^2$일 때 여과속도(cm/sec)는?,,13.0cm/sec,18.3cm/sec,21.4cm/sec,25.0cm/sec,4,,,,,,,,
산업위생관리기사,2006,3,작업환경관리대책,60,전체환기를 적용하기 부적절한 경우는?,,오염발생원이 근로자가 근무하는 장소와 근접되어 있는 경우,소량의 오염물질이 일정한 시간과 속도로 사업장으로 배출되는 경우,오염물질의 독성이 낮은 경우,동일사업장에 다수의 오염발생원이 분산되어 있는 경우,1,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,61,"청력손실이 500HZ에서 12dB, 1000HZ에서 10dB, 2000HZ에서 10dB, 4000HZ에서 20dB일 때 6분법에 의한 평균 청력손실은?",,19dB,16dB,12dB,8dB,3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,62,정상적인 공기중의 산소함류량은 21%이며 그 절대량 즉 산소분압은 해면에 있어서는 ( )mmHg이다. ( ) 안에 알맞은 내용은?,,160,180,210,230,1,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,63,마이크로파와 라디오파에 관한 설명으로 알맞지 않는 것은?,,마이크로파의 파장은 약 1~300cm까지 이른다.,라디오파의 파장은 1MHZ와 자외선 사이의 범위를 말한다.,신체 조직에 대한 투과력은 파장에 따라서 다르다.,"마이크로파의 생물학적 작용은 파장 뿐만 아니라 출력, 피폭시간, 피폭된 조직에 따라 다르다.",2,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,64,추울때 체온조절의 생리적 기전이라 볼 수 없는 것은?,,피부혈관의 수축,근육긴장의 증가와 떨림,갑상선자극호르몬 분비증가,활동정체 및 식욕부진,4,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,65,형광방전등에 관한 설명으로 알맞지 않는 것은?,,백열전구에 비하여 수명이 길다.,백열전구 수은등보다 효율이 높다.,빛의 흔들림이 없고 보조기구가 필요 없다.,같은 조도를 얻는 데 있어 기타 등에 비하여 1/3-1/4정도의 전력이 소요된다.,3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,66,"다음 중 금속전극에 빛을 조사하면 전자가 튀어 나오는 현상을 이용한 것으로, 시간의 지체 없이 조도와 전류가 비례하고 빛에 민감하여 피로현상을 나타내지 않는 장점을 갖는 조도계는?",,광전지 조도계,광전관 조도계,룩스계,멕베스 조도계,2,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,67,빛과 밝기의 단위에 관한 설명중 틀린 것은?,,반사율은 조도에 대한 휘도의 비로 표시한다.,광원으로부터 나오는 빛의 양을 광속이라고 하며 단위는 루멘을 사용한다.,광원으로부터 나오는 빛의 세기를 광도라고 하며 단위는 칸델라를 사용한다.,입사면의 단면적에 대한 광도의 비를 조도라 하며 단위는 촉광을 사용한다.,4,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,68,자연조명에 관한 설명으로 틀린 것은?,,균일한 조명을 요하는 작업실은 동북 또는 북창이 좋다.,창의 면적은 바닥 면적의 15-20%가 이상적이다.,개각은 4-5%가 좋은데 개각이 작을수록 실내는 밝다.,입사각은 28°이상이 좋은데 입사각이 클수록 실내는 밝다.,3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,69,"다음 전리 방사선 중 인체 투과력이 가장 강한 것은? (단, α: 알파선, β: 베타선, γ: 감마선)",,α,β,γ,중성자,4,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,70,고압환경하에서의 2차적인 가압현상인 산소중독에 관한 설명으로 틀린 것은?,,산소의 분압이 2기압이 넘으면 중독증세가 나타난다.,중독증세는 고압 산소에 대한 폭로가 중지된 후에도 상당기간 지속된다.,1기압에서 순 산소는 인후를 자극하나 비교적 짧은 시간의 폭로라면 중독증상을 나타나지 않는다.,산소의 중독작용은 운동이나 이산화탄소의 존재로 보다 악화된다.,2,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,71,레이제에 관한 설명으로 틀린 것은?,,"레이저란 자외선, 가시광선, 적외선 가운데 인위적으로 특정한 파장부위를 강력하게 증폭시켜 얻은 복사선이다.",레이저광 중 맥동파는 지속파보다 그 장해를 주는 정도가 크다.,레이저광 중 Switch파는 에너지의 양을 축척하여 강력한 지속파를 발생하게 한 것이다.,레이저광에 가장 민감한 인체 표적기관은 눈이다.,3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,72,각각 88dB(A) 와 89dB(A)의 음압수준을 발생하는 소음원이 있다. 이 2개의 소음원이 동시에 가동될 때 발생하는 음압수준은?,,89.5dB(A),90.5dB(A),91.5dB(A),92.5dB(A),3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,73,방진고무에 관한 설명으로 틀린 것은?,,내유 및 내열성이 약하다.,공기중의 오존에 의해 산화된다.,고무자체 내부마찰에 의한 저항을 얻을 수 없다.,고주파 진동의 차진에 양호하다.,3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,74,사람의 몸은 어느 정도 까지는 고열노출에 적응할 수 있다. 이러한 생리적인 적응을 순화(acclimatization)이라고 한다. 고온에 순환되는 과정으로 틀린 것은?,,체표면에 있는 한선의 수가 감소한다.,땀속의 염분농도가 희박해 진다.,알도스테론의 분비가 증가되어 염분의 배설량이 억제된다.,처음에는 에너지 대사량이 증가하고 체온이 상승하지만 후에 근육이 이완하고 열생산도 정상으로 된다.,1,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,75,"다음의 귀의 구조(외이, 중이, 내이)에 대한 설명이다. 귀의 기관과 적용기전에 관한 설명으로 틀린 것은?",,내이의 이관(eustachian tube)은 내이의 기압을 조정한다.,중이의 음의 전달매질은 고체이다.,중이는 이소골에 의해 진동음압을 20배 정도 증폭하는 임피던스 변환기 역할을 한다.,내이의 음의 전달 매질은 액체이다.,1,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,76,근로자를 소음의 폭로로부터 보호하기 위하여 다음과 같은 흡음재료를 사용하였을 때 청력 보호에 가장 효과적인 것은? (그래프 생략),,a,b,c,d,1,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,77,인체에 적당한 기류(온열요소) 속도 범위로 가장 알맞은 것은?,,2~3m/min,6~7m/min,12~13m/min,16~17m/min,2,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,78,"주어진 온도에서 공기 1m$^3$중에 함유한 수증기량(g)을 무엇이라고 하는가? (단, 단위: g/m$^3$)",,비교습도,비습도,절대습도,상대습도,3,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,79,장시간 고온 환경 폭로 후에 나타나는 증상으로 대량의 염분상실을 동반한 발한과다 때문에 발생하며 일시적으로 단백뇨가 나오는 증상은?,,열성발진,열사병,열피로,열경련,4,,,,,,,,
산업위생관리기사,2006,3,물리적유해인자관리,80,감압에 따른 기포형성량을 결정짓는 요인으로 가장 거리가 먼 것은?,,체내 기포순환 및 조직손상 정도,조직에 용해된 가스량,"혈류를 변화시키는 상태(연령, 기온, 공포감 등)",감압속도,1,,,,,,,,
