Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Answer,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,23,다음과 같은 FT도에서 minimal cut set으로 옮은 것은?,O,"(2, 3)","(1, 2, 3)","(1, 2, 3)(2, 3, 4)","(1, 2, 3)(1, 3, 4)",3,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,24,인간-기계 시스템에서 자동화 정도에 따라 본류할 때 감시 제어(supervisory control) 시스템에서 인간의 주요 기능과 가장 거리가 먼 것은?,,간섭(intervene),계획(plan),교시(teach),추측(pursuit),4,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,25,다음 중 수명주기(Life Cycle) 6단계에서 '운연단계'와 가 장 거리가 먼 것은?,,사고조사 착여,기술변경의 개발,고객에 의한 최종 성능검사,최종 생산물의 수용여부 결정,4,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,26,다음 중 결함수분석법에서 일정 조합 앞에 포함되어 있는 기본사상들이 모두 발생하지 않으면 톨림엄이 정상사상(top event)이 발생되지 않는 조합를 무엇이라고 하는가?,,컷셋(cut set),패스셋(path set),부울대수(Boolean algebra),결합수셋(fault tree set),2,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,27,공정분석에 있어 활용하는 공정도(process chart)의 도시 기호 중 가공 또는 작업를 나타내는 기호는?,O,image_2013_3_27_1,image_2013_3_27_2,image_2013_3_27_3,image_2013_3_27_4,1,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,28,안전성 평가의 기본원착를 6단계로 나누앟를 때 다음 중 가장 먼저 수행해야 되는 것은?,,정성적 평가,작업조건 측정,정량적 평가,관계자료의 정비검토,4,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,29,다음 중 제어장치에서 조정장치의 위치를 1cm 출적앟를 때 표시장치의 지침이 4cm 출적앟다면 이 가기의 C/R 비는 약 얼마인가?,,0.25,0.6,1.5,1.7,1,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,30,한 거중에 핫별를 찌면 기은은 지지만 미스함를 느끼는 것 은 다음 중 어떤 얄교환 양법에 의한 것인가?,,대류,톡사,전도,증발,2,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,31,다음의 감각기관 중 반응속도가 가장 빠른 것은?,,시각,촉각,후각,미각,2,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,32,다음 중 인체치수 측정 자료의 활용을 위한 적용원리로 볼 수 없는 것은?,,평균치의 활용,조절범위의 설정,임의 선택 자료의 활용,최대치수와 최소치수의 설정,3,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,33,최대치수와 최소치수의 설정,FT도에 사용되는 기호 중 다음 그림에 해당하는 것은?,O,생략사상,부정사상,결합사상,4,1
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,34,다음 중 공정설비의 고장원인 본석 방법으로 적당하지 않은 것은?,,"고장원인 본석은 언제, 누가, 이렇게 행하는가를 그때 의 상황에 따라 결정한다.",P-Q 본석도에 의한 고장원으로 된도가 높은 고장에 대하여 근본적인 대책를 수립한다.,"등일기종이 다수 설치되었를 때는 공통된 고장 개소, 고장 등를 규명하여 계산하고 자료를 적성한다.","발생한 고장에 대하여 그 개소, 원인, 수리상의 문제점, 생산에 미치는 영향 등를 소사하고 재발 방지계획를 수 립한다.",2,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,35,작업환대나 작업조건 중에서 다를 문제가 생겨 발생사항를 살펴 할 수 잇는 결과으로부터 파생하여야 발생하는 오류를 무엇이라 하는가?,,commission error,command error,extraneous error,secondary error,4,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,36,다음 중 시각에 관한 설명으로 옮은 것은?,,vernier acuity - 눈이 식별할 수 있는 표적의 최소 무양,minimum separable acuity - 배경과 구별하여 탐지 할 수 있는 최소의 정,stereoscopic acuity - 거리가 있는 한 물체의 상이 두 눈의 망막에 맺혀 그 자이를 구별하는 능력,minimum perceptible acuity - 하나의 수직선이 중간 에서 얼겨 이래 부문이 영으로 옮겨진 경우에 미세한 차우편를 구분하는 능력,3,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,37,다음 중 역치(threshold value)의 설명으로 가장 적절한 것은?,,표시정치의 설계와 역치는 아무런 관계가 없다.,에너지의 양이 증가할수록 차이역치는 감소한다.,역치는 감각에 필요한 최소양의 에너지를 말한다.,표시정치를 설계를 때는 신호의 강도를 역치 이하로 설정해야 한다.,3,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,38,다음 중 주어진 작업에 대하여 필요한 소요조명(fc)를 구하는 식으로 옮은 것은?,,소요조명(fc) = $\frac{\text{소요휘도}(f_z)}{\text{반사율}(\%)}$,소요조명(fc) = $\frac{\text{반사율}(\%)}{\text{소요휘도}(f_z)}$,소요조명(fc) = $\frac{\text{소요휘도}(f_z)}{(\text{거리})^2}$,소요조명(fc) = $\frac{(\text{거리})^2}{\text{소요휘도}(f_z)}$,1,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,39,다음 중 환각적 표시장치에서 300m 이상의 정기리를 경보 기에 사용하는 진동수로 가장 적절한 것은?,,800Hz 전후,2200Hz 전후,3500Hz 전후,4000Hz 전후,1,
산업안전산업기사,2013,3,인간공학 및 시스템안전공학,40,다음 중 인간-기계 시스템를 설계하기 위해 고려해야 할 사항으로 가장 적절하지 않은 것은?,,흙착성 내의 합적이 만족되도록 설계하여야 한다.,대상이 되는 시스템이 워치할 환경 조건이 인간에 대한 한계치를 만족하는가의 여부를 조사한다.,"인간과 기계가 모두 벡수인 경우, 충합적인 효과 보다 기계를 우선적으로 고려한다.",인간이 수행해야 할 조작이 연속적인가 불여속적인가를 잘아보기 위해 톡성조사를 실시한다.,3,
산업안전산업기사,2013,3,기계위험방지기술,41,다음 중 선소-아세틸렌 가스용접시 역화의 원인과 가장 거 리가 먼 것은?,,토치의 과열,탑의 이물질 부착,산소 공급의 부족,압력조정기의 고장,3,
산업안전산업기사,2013,3,기계위험방지기술,42,"어떤 부재의 사용하중은 200kgf이고, 이의 파괴하중은 400kgf이다. 정적하중를 100kgf로 가정하고 설계한다면 안전율은 얼마인가?",,0.25,0.5,2,4,4,
산업안전산업기사,2013,3,기계위험방지기술,43,"다음 중 지름이 60cm이고, 20rpm으로 회전하는 롤러에 적합한 덮개 타이프의 설명으로 옮은 것은?",,앞면 롤러 원주의 1/1.5 거리에서 금정치,앞면 롤러 원주의 1/2 거리에서 금정치,앞면 롤러 원주의 1/2.5 거리에서 금정치,앞면 롤러 원주의 1/3 거리에서 금정치,3,
산업안전산업기사,2013,3,기계위험방지기술,44,다음 중 선반 작업시 주의사항으로 틀린 것은?,,회전 중에 가공물를 착탈 안지지 않는다.,"공작물의 설치가 끝나면, 척에서 관치휘는 관바로 제거 한다.",칩(chip)이 비산할 때는 보안경를 쓰고 방호판를 설치 하여 사용한다.,"톨리개는 적정 크기의 것를 선택하고, 실압대 스핀들은 가능하면 길게 나오도록 한다.",4,
산업안전산업기사,2013,3,기계위험방지기술,45,"다음 중 프레스금형를 부착, 해체 또는 조정 작업를 하는 때에 사용해야 하는 안전장치는?",,안전블록,안전방책,수인식 방호장치,손전내기식 방호장치,1,
산업안전산업기사,2013,3,기계위험방지기술,46,다음 중 연삭숫돌의 이상 유・무를 확인하기 위한 시운전 시간으로 가장 적절한 것은?,,"작업시각 전 3분 이상, 연삭숫돌 교체 후 1분 이상","작업시작 전 30초 이상, 연삭숫돌 교체 후 1분 이상","작업시작 전 1분 이상, 연삭숫돌 교체 후 3분 이상","작업시작 전 1분 이상, 연삭숫돌 교체 후 1분 이상",3,
산업안전산업기사,2013,3,기계위험방지기술,47,다음 중 선반작업에서 가틀고 긴 공작물의 저점이나 휨를 잊지하는 부속장치는?,,방진구,섬복,톨리개,역판,1,
산업안전산업기사,2013,3,기계위험방지기술,48,산업안전보건법에서 정한 양중기의 종류에 해당하지 않는 것은?,,리프트,호이스트,곤돌라,컨베이어,4,
산업안전산업기사,2013,3,기계위험방지기술,49,다음 중 위험구역에서 기드끼지의 거리가 200mm인 롤러 기에 가드를 설치하는데 허용 가능한 가드의 개구부 간격 으로 옮은 것은?,,최대 20mm,최대 30mm,최대 36mm,최대 40mm,2,
산업안전산업기사,2013,3,기계위험방지기술,50,기계의 기능적인 면에서 인전를 확보하기 위하여 반진동 및 작물지장치의 설치 및 정확도를 안전한 대책를 강구하여야 한다. 이때 2차적 적극적 대책에 속하는 것은?,,출물 설치한다.,금정시장치를 느릅다.,위로를 개선하여 오동작를 방지한다.,연동 정지된 방호장치가 작동되게 한다,3,
산업안전산업기사,2013,3,기계위험방지기술,51,"보일러스 속에 용지(底棚)를, 용해 고형물 분유물 등의 높 도가 높아지면 드럼 수면에 인정한 거높이 발생하고, 또한 거물이 증가하여 드럼의 기생(氣室)에 전제로 확대되는 현 상를 무엇이라 하는가?",,포밍(forming),프라이밍(priming),수격현상(water hammer),공동화현상(cavitation),1,
산업안전산업기사,2013,3,기계위험방지기술,52,산업안전보건법령에 따라 양중기를 와이어로프의 사용금지 기준으로 옮은 것은?,,지름의 감소가 공칭지름의 3%를 초과하는 것,지름의 감소가 공칭지름의 5%를 초과하는 것,와이어로프의 한 고임에서 끊어진 소선(素線)의 수가 7% 이상인 것,와이어로프의 한 고임에서 끊어진 소선(素線)의 수가 10% 이상인 것,4,
산업안전산업기사,2013,3,기계위험방지기술,53,다음 중 드럴 작업시 안전수칙으로 적절하지 않은 것은?,,장감의 착용를 급한다.,드럴은 사용 전에 검사한다.,작업자는 보안경를 착용한다.,드럴의 이송은 최대한 신속하게 한다.,4,
산업안전산업기사,2013,3,기계위험방지기술,54,다음 중 산업안전보건법령상 컨베이어에 부착해야 하는 안 전장치와 가장 거리가 먼 것은?,,해지장치,비상정지장치,덮개 또는 울,역주행방지장치,1,
산업안전산업기사,2013,3,기계위험방지기술,55,다음 중 새로에 있어서의 결함에 해당하지 않는 것은?,,미세 금월,용접 물량,불순물 내재,내부 구멍,2,
산업안전산업기사,2013,3,기계위험방지기술,56,"다음은 목재가공용 둥근톱에서 분할날에 관한 설명이다. ( )안의 내용을 올바르게 나타낸 것은?(문제 오류로 가답안 발표시 2번으로 발표되었으며 확정답안 발표시 전항 정답처리 되었습니다. 여기서는 가답안인 2번을 누르면 정답처리 됩니다.)\n\n-분할날의 두께는 둥근톱 두께의 (1) 이상일 것 \n- 견고히 고정할 수 있으며 분할날과 톱날 원주면과의 거리는 (2) 이내로 조정, 유지할 수 있어야 한다.",,"① : 10mm, ② : 1.5배","① : 12mm, ② : 1.1배","① : 15mm, ② : 1.1배","① : 20mm, ② : 2배",2,
산업안전산업기사,2013,3,기계위험방지기술,57,"다음은 지게차의 헤드가드에 관한 기준이다. ( ) 안에 들어 갈 내용으로 옳은 것은?\n\n지게차 사용시 화물 낙하 위험의 방호조치 사항으로 헤드가드를 갖추어야 한다. 그 강도는 지게차의 최대하중 ( )의 값의 등분포정하중(等分布靜荷重)에 견딜 수 있어야 한다. 단, 그 값이 4톤을 넘는 값에 대해서는 4톤으로 한다.",,1.5배,2배,3배,5배,2,
산업안전산업기사,2013,3,기계위험방지기술,58,다음 중 프레스 작업에 있어 사계(觀果)가 자단되지는 압 으나 확동식 클러치 프레스에는 사용상의 재한이 발생하는 방호장치는?,,게이트카드,광전식방호장치,양수조작장치,프릭션 다이얼리드,2,
산업안전산업기사,2013,3,기계위험방지기술,59,다음 중 세이퍼의 방호장치와 가장 거리가 먼 것은?,,방책,관막이,철반이,시간장치,4,
산업안전산업기사,2013,3,기계위험방지기술,60,다음 중 기계설비에 있어서 방호의 기본 원리와 가장 거리 가 먼 것은?,,워험제거,덮어싸종,워험의 건출,워험에 작응,3,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,61,정전용량 10μF인 톨체에 전압를 1000V 로 충전하였를 때 톨체가 가지는 정전에너지는 몇 Joule 인가?,,0.5,5,14,50,2,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,62,다음 중 일반적으로 인체에 1초 동안 전류가 흘렀을 때 정상적인 심장의 기능을 상실할 수 있는 전류의 크기는 어느정도인가?,,50mA,75mA,125mA,165mA,4,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,63,"점지 저항개로 3개의 점지봉의 접지저항를 측정한 값이 각 각 R$_1$, R$_2$, R$_3$ 일 경우 접지저항 G$_1$ 으로 옮은 것은?",,$\frac{1}{2}(R_1 + R_2 + R_3) - R_1$,$\frac{1}{2}(R_1 + R_2 + R_3) - R_2$,$\frac{1}{2}(R_1 + R_2 + R_3) - R_3$,$\frac{1}{2}(R_2 + R_3) - R_1$,2,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,64,다음 중 정기 설비의 방폭구조를 나타내는 기호로 틀린 것 은?,,내압방폭구조 : d,압력방폭구조 : p,안전증방폭구조 : e,톨철안전방폭구조 : s,4,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,65,다음 중 제전기의 종류에 해당하지 않는 것은?,,전류제어식,전압인가식,자기발전식,방사선식,1,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,66,다음 중 정기화재의 원인에 관한 설명으로 가장 거리가 먼 것은?,,다락된 순간의 전류는 정격전류보다 크다.,"전류에 의해 발생되는 열은 전류의 제곱에 비례하고, 저항에 비례한다.","녹전, 점축불량 등에 의한 전기화재는 배선용차단기나 녹전차단기로 예방이 가능하다.",전기화재의 발화온도탤 원인 중 가장 큰 비율를 차지하 는 것은 전기배선의 단락이다.,3,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,67,"교류아크용접기의 자동전격방지기는 대상으로 하는 용접기 의 주회로를 제어하는 정치를 가지고 있어, 용접물의 조작 에 따라 용접할 때에만 저압으로 변환전환하고, 그외에는 용접기의 출력측의 무부하전압를 얼마 이하로 지하 시키기로 특직이는 장치를 말하는가?",,15V,25V,30V,50V,2,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,68,"산업안전보건법상 다음 내용에 해당하는 폭발위험장소는?\n\n20종 장소외의 장소로서, 분진운 형태의 가연성 분진이 폭발농도를 형성할 정도의 충분한 양이 정상작동 중에 존재할 수 있는 장소",,0종 장소,1종 장소, 21종 장소,22종 장소,3,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,69,다음 중 절연용 고무장갑과 가죽장갑의 안전한 사용방법으 로 가장 적합한 것은?,,활선작업에서는 가죽장갑만 사용한다,활선작업에서는 고무장갑만 사용한다.,먼저 가죽장갑을 끼고 그 위에 고무장갑을 낀다.,먼저 고무장갑을 끼고 그 위에 가죽장갑을 낀다.,4,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,70,"산업안전보건법에 따라 충전전로 인근에서 차량, 기계 장치 등의 작업이 있는 경우에는 자람 등을 충전선로의 충전부로부터 얼마 이상 이격시켜 유지하여야 하는가?",,1m,2m,3m,5m,3,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,71,다음 중 본래 톡발하는 가스의 톡발범지를 위하여 첨가하는 물환설가스로 기장 적합한 것은?,,산소,철소,수소,프로판,2,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,72,워반우를 저장하던 이동지창탱크에 등유나 경유를 이동 저 창탱크의 일 부분으로부터 주입할 때에 액표액의 높이가 주입관의 선단의 높이를 넘를 때까지 주입속도는 몇 m/s 이하로 하여야 하는가?,,0.5,1,1.5,2,2,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,73,산업안전보건법에 따라 인화성 액재를 저장·취급하는 대기압 형금에 가압이나 진공 발생시 압력을 일정하게 유지하기 위하여 설치해야 하는 장치는?,,톨기밸브,체크밸브,스틸트랩,프레임어레스트,1,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,74,다음 중 LPG에 대한 설명으로 적절하지 않은 것은?,,같한 특성이 있다.,절색의 우려가 있다.,"누설시 인화, 폭발성이 있다.",가스의 비중은 공기보다 크다.,1,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,75,다음 중 톡입무도거리에 대한 설명으로 틀린 것은?,,압력이 높을수록 짧다.,정화물의 에너지가 강할수록 짧다.,정상압스속도가 큰 혼합가스일수록 짧다.,관속에 막해물이 없거나 관의 지름이 클수록 짧다.,4,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,76,다음 중 공정안전보고서의 심사결과 구분에 해당하지 않는 것은?,,작정,부적정,보류,조건부 적정,3,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,77,메터(CH$_4$) 100mol 이 산소 중에서 완전 연소하였다면 이 때 소비된 산소량 몇 mol 인가?,,50,100,150,200,4,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,78,"공기 중 산화성이 높아 반드시 석유, 경유 등의 보존액에 저장해야 하는 것은?",,Ca,P$_4$,K,S,3,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,79,"25℃ 1기압에서 공기 중 벤젠(C6H6)의 허용농도가 10ppm 일 때 이를 mg/m3 의 단위로 환산하면 약 얼마인가? (단, C, H 의 원자량은 각각 12, 1 이다.)",,28.7,31.9,34.8,45.9,2,
산업안전산업기사,2013,3,전기 및 화학설비위험방지기술,80,다음 중 칼륨에 의한 화재 발생시 소화를 위해 가장 효과 적인 것은?,,감조사 사용,포화기 사용,이산화탄소 사용,확물관화확물 소화기 사용,1,
산업안전산업기사,2013,3,건설안전기술,81,안전난간은 구조적으로 가장 취약한 지점에서 가장 취약한 방향으로 작용하는 최소 얼마 이상의 하중에 견딜 수 있는 구조이어야 하는가?,,100kg,150kg,200kg,250kg,1,
산업안전산업기사,2013,3,건설안전기술,82,다음 중 유해·위험방지계혹서 제출 시 첨부해야하는 서류 와 가장 거리가 먼 것은?,,건축물 각 층 평면도,기계·설비의 배치도면,"원새로 및 재품의 취급, 재조 등의 작업방법의 개요",비상조치계획서,4,
산업안전산업기사,2013,3,건설안전기술,83,산업안전보건관리비 중 안전관리자 등의 인건비 및 각종 업무수당 등의 학동에서 사용할 수 없는 내역은?,,교통 통제를 위한 교통정리 신호수의 인건비,공사장 내에서 양중기·건설기계 등의 움적임으로 인한 위험으로부터 주변 작업자를 보호하기 위한 무도신호 인건비,건설을 감독 운전자 인건비,건설현장의 작업 또는 공사내용을 외부에 안내·홍보하 등 공사현장의 톡성에 따라 근로자 보호와를 목적으로 배치된 무도자의 인건비,1,
산업안전산업기사,2013,3,건설안전기술,84,건설장비 크레인의 해지(Hedge)장치란?,,승환조과서 부저(Buzzer)가 울리는 장치이다.,와이어 로프의 후크이를 방지장치이다.,일정거리 이상를 관성하지 충이도록 제한시키는 장치이 다.,크레인 지세에 이상이 있을 때 운전자에게 얼려주는 신 호 장치이다.,2,
산업안전산업기사,2013,3,건설안전기술,85,동비리로 사용하는 파이프 서포트에 대한 준수사항과 가장 거리가 먼 것은?,,파이프 서프트를 3개 이상 이어서 사용하지 않도록 할 것,파이프 서프트를 이어서 사용하는 경우에는 4개 이상의 볼트 또는 전용금속를 사용하여 이를 것,높이가 3.5m를 초과하는 경우에는 높이 2m 이내마다 수평연결재를 2개 방향으로 마물 것,파이프 서프트 사이에 교차가새를 설치하여 보강 조치 할 것,4,
산업안전산업기사,2013,3,건설안전기술,86,추락방지를 위한 안전방망 설치기준으로 옳지 않은 것은?,,작업면으로부터 망의 설치지점까지의 수직거리는 10m 를 초과하지 않도록 한다.,안전방망 수평으로 설치한다.,망의 처짐은 짧은 변 길이의 10% 이하가 되도록 한다.,건축물 등의 바깥쪽으로 설치하는 경우 망의 내민 길이는 벽면으로부터 3m 이상이 되도록 한다.,3,
산업안전산업기사,2013,3,건설안전기술,87,산업안전보건기준에 관한 규칙에 따른 투사 굴착 시 굴착 면의 기울기기준으로 옮지 않은 것은?(2021년 11월 19일 개정된 규정를),,보통흙인 슴지 - 1:1 ~ 1:1.5,풍화암 - 1:1.0,역암 - 1:1.0,보통흙의 건지 - 1:1.2 ~1:5,4,
산업안전산업기사,2013,3,건설안전기술,88,거푸집에 가해지는 콘크리트의 측압에 관한 설명 중 옳지 않은 것은?,,슬럼프가 클수록 크다.,거푸집의 수평단면이 클수록 크다.,타설속도가 빠를수록 크다.,거푸집의 강성이 클수록 작다.,4,
산업안전산업기사,2013,3,건설안전기술,89,콘크리트 슬럼프 시험방법에 대한 설명 중 옳지 않은 것 은?,,"슬럼프 시험기구는 완제판편, 슬럼프 테스트 콘, 다짐 면대, 측척으로 구성되어진다.",콘크리트 타설 시 작업의 흐이성를 만단하는 방법이다.,슬럼프 콘에 비면 콘크리트를 같은 양의 3층으로 나누 어 25회씩 다지면서 채운다.,솔럼프 콘를 수직를 들어올려 갈체평만으로부터 콘크 리온가 무너져 내려앉은 높이까지의 거리를 mm로 표 시한 것이다.,4,
산업안전산업기사,2013,3,건설안전기술,90,"다음은 낙하물 방지망 또는 방호선반를 설치하는 경우에 준수하여야 할 사항이다. ( )안에 알맞은 내용은?\n\n 높이 (1)m 이내마다 설치하고, 내민길이는 벽면으로부터 (2)m 이상으로 할 것",,"높미 ( ① )m 이내마다 설치하고, 내민길이는 벽면으로부터 ( ② )m 이상으로 할 것","① : 5, ② : 1","① : 5, ② : 2","① : 10, ② : 1",4,
산업안전산업기사,2013,3,건설안전기술,91,지반에서 발생하는 하병 현상의 직접적인 대책과 가장 거 리가 먼 것은?,,골착주변의 상재하중를 제거한다.,토류벽의 배면토앟를 경사시킨다.,골착지면에 토사 등 인공중물를 가중시킨다.,수발정 있는 흙막이 공법를 채택한다.,4,
산업안전산업기사,2013,3,건설안전기술,92,"추락재해 방지를 방향의 신용에 대한 인정강도는 얼마인 가? (단, 그출관의 크기가 10cm 이며, 매틀 없는 방향)",,220kg,240kg,260kg,280kg,2,
